dataset,category,raw_label,raw_name,broden_label,broden_name
ade20k,object,1485,magazine,158,magazine
ade20k,object,1486,magazine rack,0,-
ade20k,object,1487,magnet,0,-
ade20k,object,1490,make,0,-
ade20k,object,1491,makeup,0,-
ade20k,object,1492,mallet,0,-
ade20k,object,1494,manhole,150,manhole
ade20k,object,1495,mannequin,0,-
ade20k,object,1496,manometer,0,-
ade20k,object,1497,mantle,0,-
ade20k,object,1498,mantle piece,0,-
ade20k,object,1499,map,0,-
ade20k,object,1500,maps,0,-
ade20k,object,1501,margarine,0,-
ade20k,object,1502,marker,0,-
ade20k,object,1504,marsh water,0,-
ade20k,object,1505,mask,0,-
ade20k,object,1506,massage bed,0,-
ade20k,object,1507,massage table,0,-
ade20k,object,1508,mast,0,-
ade20k,object,1509,mat,330,mat
ade20k,object,1510,material,0,-
ade20k,object,1511,material rolls,0,-
ade20k,object,1512,materials,0,-
ade20k,object,1513,mattress,0,-
ade20k,object,1514,mausoleum,0,-
ade20k,object,1515,maze,0,-
ade20k,object,1516,measuring spoons,0,-
ade20k,object,1517,meat,0,-
ade20k,object,1518,meat bag,0,-
ade20k,object,1519,meat bags,0,-
ade20k,object,1520,meat hooks,0,-
ade20k,object,1521,meat piece,0,-
ade20k,object,1522,meat pieces,0,-
ade20k,object,1523,mechanical shovel,0,-
ade20k,object,1524,mechanism,0,-
ade20k,object,1526,medical machine,0,-
ade20k,object,1527,medicines,0,-
ade20k,object,1528,megaphone,0,-
ade20k,object,1529,menu,0,-
ade20k,object,1530,menu card,0,-
ade20k,object,1531,menu display,0,-
ade20k,object,1532,menus,0,-
ade20k,object,1533,merchandise;ware;product,0,-
ade20k,object,1534,merry-go-round,0,-
ade20k,object,1535,mesh guard rail,0,-
ade20k,object,1536,message board,0,-
ade20k,object,1537,metal decoration,0,-
ade20k,object,1538,metal piping,0,-
ade20k,object,1539,metal profiles,0,-
ade20k,object,1541,metal shutters,0,-
ade20k,object,1542,metal structure,0,-
ade20k,object,1543,meter,0,-
ade20k,object,1544,meter box,0,-
ade20k,object,1545,meters,0,-
ade20k,object,1546,mezzanine;first balcony,0,-
ade20k,object,1547,microbrewery,0,-
ade20k,object,1549,microphone;mike,236,microphone
ade20k,object,1550,microscope,0,-
ade20k,object,1551,microwave;microwave oven,122,microwave
ade20k,object,1552,milestone,0,-
ade20k,object,1553,milk jug,0,-
ade20k,object,1554,mill,0,-
ade20k,object,1555,millrace,0,-
ade20k,object,1556,minar,0,-
ade20k,object,1557,minaret,0,-
ade20k,object,1558,minced meat,0,-
ade20k,object,1559,mine,0,-
ade20k,object,1560,mineral,0,-
ade20k,object,1561,miniature chair,0,-
ade20k,object,1562,miniature sofa,0,-
ade20k,object,1563,minibike;motorbike,137,minibike
ade20k,object,1564,mirror,39,mirror
ade20k,object,1566,mirrors,39,mirror
ade20k,object,1567,missile,0,-
ade20k,object,1568,mitra,0,-
ade20k,object,1569,mitten,0,-
ade20k,object,1570,mixer,0,-
ade20k,object,1571,mixing board,0,-
ade20k,object,1572,mobile,0,-
ade20k,object,1573,mobile conveyor,0,-
ade20k,object,1574,mobile home,0,-
ade20k,object,1576,model,0,-
ade20k,object,1577,model dinosaur,0,-
ade20k,object,1579,mold,0,-
ade20k,object,1580,molding,0,-
ade20k,object,1581,money,0,-
ade20k,object,1583,monitor;monitoring device,161,monitoring device
ade20k,object,1584,monitors,95,monitor
ade20k,object,1585,monkey,0,-
ade20k,object,1586,monolith,0,-
ade20k,object,1587,monument,0,-
ade20k,object,1588,moon,0,-
ade20k,object,1589,moon decoration,0,-
ade20k,object,1591,moose,0,-
ade20k,object,1593,mop handle,0,-
ade20k,object,1594,mortar,0,-
ade20k,object,1595,mosaic,0,-
ade20k,object,1596,mosque,0,-
ade20k,object,1597,moss,0,-
ade20k,object,1598,motion detector,0,-
ade20k,object,1599,motion sensor,0,-
ade20k,object,1600,motor,0,-
ade20k,object,1601,motorbike cart,0,-
ade20k,object,1602,motorboat,0,-
ade20k,object,1603,motorboats,0,-
ade20k,object,1604,moulding,0,-
ade20k,object,1605,mound,0,-
ade20k,object,1606,mountain ledge,0,-
ade20k,object,1607,mountain pass,0,-
ade20k,object,1608,mountain salt,0,-
ade20k,object,1609,mountain terraces,0,-
ade20k,object,1610,mountain;mount,25,mountain
ade20k,object,1612,mouse stand,0,-
ade20k,object,1613,mouse;computer mouse,0,-
ade20k,object,1614,mousepad;mouse mat,241,mouse pad
ade20k,object,1616,movie poster,0,-
ade20k,object,1617,moving walkway,0,-
ade20k,object,1619,mug,180,mug
ade20k,object,1623,multiple plug,0,-
ade20k,object,1624,multiple socket,0,-
ade20k,object,1627,mural,0,-
ade20k,object,1628,mushroom,0,-
ade20k,object,1629,music box,0,-
ade20k,object,1630,music control table,0,-
ade20k,object,1631,music devices,0,-
ade20k,object,1632,music machine,0,-
ade20k,object,1633,music stand,0,-
ade20k,object,1634,musical instruments,0,-
ade20k,object,1635,musicians place,0,-
ade20k,object,1636,mussels,0,-
ade20k,object,1639,nail brush,0,-
ade20k,object,1640,name plate,0,-
ade20k,object,1641,napkin holder,0,-
ade20k,object,1642,napkin rack,0,-
ade20k,object,1643,napkin ring,0,-
ade20k,object,1644,napkin;table napkin;serviette,147,napkin
ade20k,object,1647,necklace,0,-
ade20k,object,1648,necklace display,0,-
ade20k,object,1649,necklaces,0,-
ade20k,object,1650,necktie,0,-
ade20k,object,1651,nest,0,-
ade20k,object,1652,net,277,net
ade20k,object,1653,netting,0,-
ade20k,object,1654,newspaper stand,0,-
ade20k,object,1655,newspaper;paper,282,newspaper
ade20k,object,1657,niche,0,-
ade20k,object,1658,night light,0,-
ade20k,object,1661,note,0,-
ade20k,object,1662,notebook,195,notebook
ade20k,object,1663,notecards,0,-
ade20k,object,1664,notepad,0,-
ade20k,object,1665,notes,0,-
ade20k,object,1666,notice,88,poster
ade20k,object,1667,notice board,167,bulletin board
ade20k,object,1668,nuclear reactor,0,-
ade20k,object,1669,numbers,0,-
ade20k,object,1670,numeral;number,0,-
ade20k,object,1671,nunchaku,0,-
ade20k,object,1672,nuts,0,-
ade20k,object,1673,oar,0,-
ade20k,object,1674,obelisk,0,-
ade20k,object,1675,observatory,0,-
ade20k,object,1676,obstacle,0,-
ade20k,object,1677,odometer,0,-
ade20k,object,1678,office,0,-
ade20k,object,1679,office partition,0,-
ade20k,object,1680,office window,0,-
ade20k,object,1681,offices,0,-
ade20k,object,1682,oil,0,-
ade20k,object,1683,oil jar,0,-
ade20k,object,1684,oil lamp,0,-
ade20k,object,1685,oil tube,0,-
ade20k,object,1686,oil tubes,0,-
ade20k,object,1687,oilcloth,0,-
ade20k,object,1688,onion,0,-
ade20k,object,1689,onions,0,-
ade20k,object,1691,operation table,0,-
ade20k,object,1692,orange,0,-
ade20k,object,1694,orchestra,0,-
ade20k,object,1695,organ,0,-
ade20k,object,1696,organizer,0,-
ade20k,object,1697,oriental lantern,0,-
ade20k,object,1698,ornament,298,decoration
ade20k,object,1699,ornamental box,0,-
ade20k,object,1700,ornamental structure,0,-
ade20k,object,1701,ornaments,0,-
ade20k,object,1702,ottoman;pouf;pouffe;puff;hassock,131,ottoman
ade20k,object,1704,outhouse,0,-
ade20k,object,1705,outhouse wc,0,-
ade20k,object,1708,oven,160,oven
ade20k,object,1710,overhang,0,-
ade20k,object,1711,overpass,0,-
ade20k,object,1712,oxygen tank,0,-
ade20k,object,1713,oyster bank,0,-
ade20k,object,1714,pack,134,pack
ade20k,object,1715,pack bags,0,-
ade20k,object,1716,pack of cigarettes,0,-
ade20k,object,1717,pack of snuff,0,-
ade20k,object,1718,package,0,-
ade20k,object,1719,packages,0,-
ade20k,object,1720,packet,0,-
ade20k,object,1721,packets,0,-
ade20k,object,1722,pad,0,-
ade20k,object,1723,pad of paper,0,-
ade20k,object,1724,paddle,0,-
ade20k,object,1725,padlock,0,-
ade20k,object,1727,pagoda,0,-
ade20k,object,1728,paint box,0,-
ade20k,object,1729,paint brush,0,-
ade20k,object,1730,paint brushes,0,-
ade20k,object,1731,paint bucket,0,-
ade20k,object,1732,paint can,0,-
ade20k,object,1733,paint pot,0,-
ade20k,object,1734,paintbrush,0,-
ade20k,object,1735,painting;picture,15,painting
ade20k,object,1736,paintings,15,painting
ade20k,object,1737,paints,0,-
ade20k,object,1738,palette,0,-
ade20k,object,1739,palisade,0,-
ade20k,object,1740,pallet,0,-
ade20k,object,1741,pallets,0,-
ade20k,object,1744,palm;palm tree,119,palm
ade20k,object,1745,pan,0,-
ade20k,object,1747,pane;pane of glass;window glass,192,pane
ade20k,object,1748,panel,0,-
ade20k,object,1749,panelling,0,-
ade20k,object,1750,panels,0,-
ade20k,object,1751,panes,192,pane
ade20k,object,1752,pans,0,-
ade20k,object,1753,pantheon,0,-
ade20k,object,1754,pantry,0,-
ade20k,object,1755,pants,0,-
ade20k,object,1756,paper,73,paper
ade20k,object,1757,paper box,0,-
ade20k,object,1758,paper clip,0,-
ade20k,object,1759,paper cups,0,-
ade20k,object,1760,paper dishes,0,-
ade20k,object,1761,paper dispenser,0,-
ade20k,object,1762,paper file,0,-
ade20k,object,1763,paper filer,0,-
ade20k,object,1764,paper napkin,0,-
ade20k,object,1765,paper napkins,0,-
ade20k,object,1766,paper rack,0,-
ade20k,object,1767,paper roll,0,-
ade20k,object,1768,paper rolls,0,-
ade20k,object,1769,paper towel,238,paper towel
ade20k,object,1770,paper towels dispenser,0,-
ade20k,object,1771,paper weight,0,-
ade20k,object,1772,paperpile,0,-
ade20k,object,1773,paperweight,0,-
ade20k,object,1774,park,0,-
ade20k,object,1775,park gear,0,-
ade20k,object,1776,parking,0,-
ade20k,object,1777,parking entrance,0,-
ade20k,object,1778,parking lot,0,-
ade20k,object,1779,parking meter,197,parking meter
ade20k,object,1780,parking place,0,-
ade20k,object,1782,parterre,0,-
ade20k,object,1783,partition wall,0,-
ade20k,object,1784,partition;divider,242,partition
ade20k,object,1785,pastries,0,-
ade20k,object,1786,pastry,0,-
ade20k,object,1788,path,78,path
ade20k,object,1789,patio,0,-
ade20k,object,1790,patio;terrace,0,-
ade20k,object,1791,patty;cake,295,patty
ade20k,object,1792,pavilion,0,-
ade20k,object,1793,pavilions,0,-
ade20k,object,1795,paving stone,0,-
ade20k,object,1796,peach,0,-
ade20k,object,1797,peak,0,-
ade20k,object,1798,peaked cap,0,-
ade20k,object,1799,peaks,0,-
ade20k,object,1800,pebbles,0,-
ade20k,object,1801,pectoral machine,0,-
ade20k,object,1805,pedestal;plinth;footstall,325,plinth
ade20k,object,1807,pelota court,0,-
ade20k,object,1808,pelt,0,-
ade20k,object,1809,pelts,0,-
ade20k,object,1810,pen,198,pen
ade20k,object,1811,pen box,0,-
ade20k,object,1812,pen holder,0,-
ade20k,object,1813,pen set,0,-
ade20k,object,1814,pencil,0,-
ade20k,object,1815,pencil case,0,-
ade20k,object,1816,pencil cup,0,-
ade20k,object,1817,pencil sharpener,0,-
ade20k,object,1818,pencils,0,-
ade20k,object,1819,pendant,75,chandelier
ade20k,object,1822,penguin,0,-
ade20k,object,1823,pens,198,pen
ade20k,object,1824,pepper,0,-
ade20k,object,1825,pepper grinder,0,-
ade20k,object,1826,pepper shaker,0,-
ade20k,object,1827,peppers,0,-
ade20k,object,1828,pergola,0,-
ade20k,object,1831,person;individual;someone;somebody;mortal;soul,6,person
ade20k,object,1832,pestle,0,-
ade20k,object,1833,pet bowl,0,-
ade20k,object,1834,pet dish,0,-
ade20k,object,1835,petal,0,-
ade20k,object,1837,petrol pump hose,0,-
ade20k,object,1838,petrol pumps,0,-
ade20k,object,1839,petrol station,0,-
ade20k,object,1840,phone charger,0,-
ade20k,object,1841,phone fax,0,-
ade20k,object,1842,phone jack,0,-
ade20k,object,1843,photo,0,-
ade20k,object,1844,photo album,0,-
ade20k,object,1845,photo backdrops,0,-
ade20k,object,1846,photo machine,0,-
ade20k,object,1847,photocopier,0,-
ade20k,object,1849,piano;pianoforte;forte-piano,309,piano
ade20k,object,1850,pick,0,-
ade20k,object,1851,picnic spot,0,-
ade20k,object,1852,pictures,0,-
ade20k,object,1853,pie,0,-
ade20k,object,1854,pie spinach,0,-
ade20k,object,1855,piece,0,-
ade20k,object,1856,pieces,0,-
ade20k,object,1857,pier,227,pier
ade20k,object,1858,pier;wharf;wharfage;dock,227,pier
ade20k,object,1859,pig,0,-
ade20k,object,1861,pig tail,0,-
ade20k,object,1862,pigeon,0,-
ade20k,object,1863,pigeonhole,0,-
ade20k,object,1864,pigsty,0,-
ade20k,object,1865,pile of junk,0,-
ade20k,object,1866,pile of trash,0,-
ade20k,object,1867,pillar,56,column
ade20k,object,1868,pillars,0,-
ade20k,object,1869,pillow,48,pillow
ade20k,object,1870,pillows,48,pillow
ade20k,object,1871,pilon,0,-
ade20k,object,1873,pinball,0,-
ade20k,object,1875,pine decor,0,-
ade20k,object,1876,pine decoration,0,-
ade20k,object,1877,pineapple,0,-
ade20k,object,1878,pinecone,0,-
ade20k,object,1880,ping pong paddle,0,-
ade20k,object,1881,pins,0,-
ade20k,object,1884,pipe;pipage;piping,177,pipe
ade20k,object,1885,pipe;tube,0,-
ade20k,object,1886,piper,0,-
ade20k,object,1887,pipette,0,-
ade20k,object,1888,piping,177,pipe
ade20k,object,1890,pit,0,-
ade20k,object,1891,pitch,0,-
ade20k,object,1892,pitcher;ewer,184,pitcher
ade20k,object,1893,pitchfork,0,-
ade20k,object,1894,placard,88,poster
ade20k,object,1895,place card,0,-
ade20k,object,1896,place mat,249,place mat
ade20k,object,1897,place mats,249,place mat
ade20k,object,1898,place setting,0,-
ade20k,object,1899,placecard,0,-
ade20k,object,1900,placecard holder,0,-
ade20k,object,1903,planer,0,-
ade20k,object,1904,planetarium,0,-
ade20k,object,1905,planks,0,-
ade20k,object,1907,plant box,0,-
ade20k,object,1908,plant pots,0,-
ade20k,object,1909,plant stand,0,-
ade20k,object,1910,plant;flora;plant life,14,plant
ade20k,object,1911,planter,0,-
ade20k,object,1913,plants pot,0,-
ade20k,object,1914,plaque,0,-
ade20k,object,1915,plastic,0,-
ade20k,object,1916,plastic cup,0,-
ade20k,object,1917,plastic cups,0,-
ade20k,object,1918,plastic sheet,0,-
ade20k,object,1919,plate,52,plate
ade20k,object,1920,plate mat,0,-
ade20k,object,1921,plate rack,0,-
ade20k,object,1922,plateau,0,-
ade20k,object,1923,plates rack,0,-
ade20k,object,1924,platform,165,platform
ade20k,object,1925,plats,0,-
ade20k,object,1926,platter,0,-
ade20k,object,1927,playground,0,-
ade20k,object,1928,playground equipment,0,-
ade20k,object,1930,plaything;toy,71,plaything
ade20k,object,1931,pliers,0,-
ade20k,object,1932,plinth,325,plinth
ade20k,object,1933,plug,0,-
ade20k,object,1934,podium,0,-
ade20k,object,1935,poker,0,-
ade20k,object,1936,pole,24,pole
ade20k,object,1937,pole sign,0,-
ade20k,object,1938,poles,24,pole
ade20k,object,1939,polythene cover,0,-
ade20k,object,1940,poncho,0,-
ade20k,object,1941,pond,0,-
ade20k,object,1942,pond water,0,-
ade20k,object,1943,pool,0,-
ade20k,object,1944,pool ball,239,pool ball
ade20k,object,1945,pool balls,239,pool ball
ade20k,object,1946,pool bar,0,-
ade20k,object,1947,pool bass,0,-
ade20k,object,1948,pool table;billiard table;snooker table,170,pool table
ade20k,object,1949,pool triangle,0,-
ade20k,object,1950,popcorn machine,0,-
ade20k,object,1951,porch,0,-
ade20k,object,1952,porch rail,0,-
ade20k,object,1953,porexpan board,0,-
ade20k,object,1954,port,0,-
ade20k,object,1955,portable fridge,0,-
ade20k,object,1956,portfolio,0,-
ade20k,object,1957,post,211,post
ade20k,object,1958,post box,228,post box
ade20k,object,1959,post light,0,-
ade20k,object,1960,post-it,0,-
ade20k,object,1961,postal card,0,-
ade20k,object,1962,postbox,228,post box
ade20k,object,1963,postbox;mailbox;letter box,228,post box
ade20k,object,1964,postcard,0,-
ade20k,object,1965,postcard display,0,-
ade20k,object,1966,postcard stand,0,-
ade20k,object,1967,postcards,0,-
ade20k,object,1968,poster board,0,-
ade20k,object,1969,poster;posting;placard;notice;bill;card,88,poster
ade20k,object,1970,posters,88,poster
ade20k,object,1971,posters pole,0,-
ade20k,object,1972,postes,0,-
ade20k,object,1973,posts,211,post
ade20k,object,1974,pot,51,pot
ade20k,object,1975,pot hanger,0,-
ade20k,object,1976,pot holder,0,-
ade20k,object,1977,pot lid,0,-
ade20k,object,1978,pot of herbs,0,-
ade20k,object,1979,pot pen,0,-
ade20k,object,1980,pot rack,0,-
ade20k,object,1981,pot;flowerpot,41,flowerpot
ade20k,object,1982,potatoes,0,-
ade20k,object,1983,pots,51,pot
ade20k,object,1984,potted fern,0,-
ade20k,object,1985,potters wheel,0,-
ade20k,object,1986,pottery;clayware,0,-
ade20k,object,1987,powder,0,-
ade20k,object,1988,powder compact,0,-
ade20k,object,1989,power,0,-
ade20k,object,1990,power box,0,-
ade20k,object,1991,power cord,0,-
ade20k,object,1992,power line,0,-
ade20k,object,1993,power lines,0,-
ade20k,object,1994,power meter,0,-
ade20k,object,1995,power outlet,0,-
ade20k,object,1996,power point,0,-
ade20k,object,1997,power strip,0,-
ade20k,object,1999,precision balance,0,-
ade20k,object,2000,press,0,-
ade20k,object,2001,pressure cooker,0,-
ade20k,object,2002,pressure gauge,0,-
ade20k,object,2003,pressure washer,0,-
ade20k,object,2004,price list,0,-
ade20k,object,2005,price tag,0,-
ade20k,object,2006,printed matter,0,-
ade20k,object,2007,printer,217,printer
ade20k,object,2008,private place,0,-
ade20k,object,2009,processing machine,0,-
ade20k,object,2010,production line,0,-
ade20k,object,2011,professional degree,0,-
ade20k,object,2012,projector,327,projector
ade20k,object,2013,projector rack,0,-
ade20k,object,2014,propeller,0,-
ade20k,object,2016,pub front,0,-
ade20k,object,2017,puddle,0,-
ade20k,object,2018,pulley,0,-
ade20k,object,2019,pulpit,0,-
ade20k,object,2020,pumpkin,0,-
ade20k,object,2021,pumpkins,0,-
ade20k,object,2022,punching bag,0,-
ade20k,object,2023,puppet,0,-
ade20k,object,2024,purses,0,-
ade20k,object,2025,push button;push;button,0,-
ade20k,object,2026,push buttons,0,-
ade20k,object,2027,pyjamas,0,-
ade20k,object,2028,pylon;power pylon,0,-
ade20k,object,2029,pyramid,0,-
ade20k,object,2030,quay,0,-
ade20k,object,2031,quicksand,0,-
ade20k,object,2032,quilt,0,-
ade20k,object,2033,quonset hut,0,-
ade20k,object,2034,quonset huts,0,-
ade20k,object,2035,rabbit,0,-
ade20k,object,2036,rack,221,rack
ade20k,object,2037,rack cue,0,-
ade20k,object,2038,rack tool,0,-
ade20k,object,2039,racket,0,-
ade20k,object,2040,rackets,0,-
ade20k,object,2042,racks,221,rack
ade20k,object,2043,racquet,0,-
ade20k,object,2045,radar screen,0,-
ade20k,object,2046,radiator,164,radiator
ade20k,object,2047,radio,0,-
ade20k,object,2048,radiography,0,-
ade20k,object,2049,raft,0,-
ade20k,object,2050,rafting,0,-
ade20k,object,2053,railing;rail,53,railing
ade20k,object,2055,railroad,0,-
ade20k,object,2056,railroad track,0,-
ade20k,object,2057,railroad tracks,0,-
ade20k,object,2058,railroad train,320,railroad train
ade20k,object,2059,rails,0,-
ade20k,object,2060,railway,0,-
ade20k,object,2061,railway engine,0,-
ade20k,object,2062,railway tie,0,-
ade20k,object,2063,railway yard,0,-
ade20k,object,2064,railways,0,-
ade20k,object,2065,rain drain,0,-
ade20k,object,2066,rain gutter,0,-
ade20k,object,2068,rainbow,0,-
ade20k,object,2070,rake,0,-
ade20k,object,2072,ramp,0,-
ade20k,object,2073,ranch,0,-
ade20k,object,2074,raw disposal basket,0,-
ade20k,object,2075,ray,0,-
ade20k,object,2076,razor,0,-
ade20k,object,2077,razor cut hair,0,-
ade20k,object,2078,reaper,0,-
ade20k,object,2079,rear dash,0,-
ade20k,object,2081,recessed light,0,-
ade20k,object,2082,reclining chair,0,-
ade20k,object,2083,record player,0,-
ade20k,object,2084,recorder,0,-
ade20k,object,2085,records,0,-
ade20k,object,2086,recycling bin,0,-
ade20k,object,2087,recycling materials,0,-
ade20k,object,2088,recycling plant,0,-
ade20k,object,2089,recycling trash,0,-
ade20k,object,2090,red board,0,-
ade20k,object,2092,reed,0,-
ade20k,object,2093,reel,0,-
ade20k,object,2094,reels,0,-
ade20k,object,2095,refinery,0,-
ade20k,object,2096,refrigerator;icebox,111,refrigerator
ade20k,object,2097,refuge,0,-
ade20k,object,2098,remains,0,-
ade20k,object,2099,remote control;remote,185,remote control
ade20k,object,2100,rescue float,0,-
ade20k,object,2101,rest,0,-
ade20k,object,2102,restroom,0,-
ade20k,object,2103,revolving door,0,-
ade20k,object,2105,revolving pass,0,-
ade20k,object,2106,ribbon,0,-
ade20k,object,2107,ribbons,0,-
ade20k,object,2108,ride,0,-
ade20k,object,2109,ride structure,0,-
ade20k,object,2111,rider,0,-
ade20k,object,2115,rifle,0,-
ade20k,object,2116,rifles,0,-
ade20k,object,2122,rim,0,-
ade20k,object,2123,ring,0,-
ade20k,object,2124,ring bell,0,-
ade20k,object,2125,ring binder,0,-
ade20k,object,2126,rings,0,-
ade20k,object,2128,river,129,river
ade20k,object,2131,road;route,10,road
ade20k,object,2132,roadroller,0,-
ade20k,object,2133,roads,10,road
ade20k,object,2134,roasting,0,-
ade20k,object,2136,rock formations,0,-
ade20k,object,2137,rock wall,0,-
ade20k,object,2138,rock;stone,45,rock
ade20k,object,2139,rocker,0,-
ade20k,object,2140,rocket,0,-
ade20k,object,2143,rocking horse,0,-
ade20k,object,2145,rocky formation,0,-
ade20k,object,2146,rocky formations,0,-
ade20k,object,2147,rocky wall,0,-
ade20k,object,2148,rod,229,rod
ade20k,object,2149,roll,0,-
ade20k,object,2150,roller,0,-
ade20k,object,2151,roller coaster,0,-
ade20k,object,2152,roller coaster cars,0,-
ade20k,object,2153,rolling mill,0,-
ade20k,object,2154,rolls,0,-
ade20k,object,2155,roof,0,-
ade20k,object,2156,roof rack,0,-
ade20k,object,2157,root,0,-
ade20k,object,2158,roots,0,-
ade20k,object,2160,rope,93,rope
ade20k,object,2161,rope bridge,0,-
ade20k,object,2162,ropes,93,rope
ade20k,object,2163,rose,0,-
ade20k,object,2164,rose window,0,-
ade20k,object,2165,rotisserie,0,-
ade20k,object,2166,roulette,0,-
ade20k,object,2167,roulette table,0,-
ade20k,object,2168,roundabout,0,-
ade20k,object,2169,router,0,-
ade20k,object,2170,rowing boat,0,-
ade20k,object,2171,rowing machine,0,-
ade20k,object,2172,rubber glove,0,-
ade20k,object,2173,rubber ring,0,-
ade20k,object,2174,rubbish,0,-
ade20k,object,2175,rubbish;trash;scrap,0,-
ade20k,object,2176,rubble,0,-
ade20k,object,2177,rudder,0,-
ade20k,object,2178,rug;carpet;carpeting,38,carpet
ade20k,object,2179,ruins,0,-
ade20k,object,2180,rule,0,-
ade20k,object,2182,runnel water,0,-
ade20k,object,2183,runner,0,-
ade20k,object,2184,runner cloth,0,-
ade20k,object,2185,runway,245,runway
ade20k,object,2186,runway strip,0,-
ade20k,object,2187,sack,0,-
ade20k,object,2188,sacks,0,-
ade20k,object,2189,sacks wall,0,-
ade20k,object,2190,saddle,262,saddle
ade20k,object,2191,safe,0,-
ade20k,object,2193,safes,0,-
ade20k,object,2194,safety belt,0,-
ade20k,object,2195,safety net,0,-
ade20k,object,2198,safety suit,0,-
ade20k,object,2199,sail,0,-
ade20k,object,2202,saline solution,0,-
ade20k,object,2203,salt,0,-
ade20k,object,2204,salt and pepper,0,-
ade20k,object,2205,salt and pepper shakers,0,-
ade20k,object,2206,salt marsh,0,-
ade20k,object,2207,salt pepper cellar,0,-
ade20k,object,2208,salt plain,0,-
ade20k,object,2209,salt shaker,0,-
ade20k,object,2210,saltcellar,0,-
ade20k,object,2211,sanck bar,0,-
ade20k,object,2212,sand,123,sand
ade20k,object,2213,sand dune,0,-
ade20k,object,2214,sand dunes,0,-
ade20k,object,2215,sand hill,0,-
ade20k,object,2216,sand track,0,-
ade20k,object,2217,sand trap,0,-
ade20k,object,2218,sandal,0,-
ade20k,object,2219,sandbar,0,-
ade20k,object,2220,sandbox,0,-
ade20k,object,2221,sandpit,0,-
ade20k,object,2222,sandwich,0,-
ade20k,object,2223,santa claus,0,-
ade20k,object,2227,sauce,0,-
ade20k,object,2228,saucepan,308,saucepan
ade20k,object,2229,saucepans,308,saucepan
ade20k,object,2230,saucers,0,-
ade20k,object,2231,sauna,0,-
ade20k,object,2232,savanna,0,-
ade20k,object,2233,saw,0,-
ade20k,object,2234,sawhorse,0,-
ade20k,object,2235,scaffolding;staging,293,scaffolding
ade20k,object,2236,scale;weighing machine,0,-
ade20k,object,2237,scanner,0,-
ade20k,object,2238,scarecrows,0,-
ade20k,object,2239,scarf,0,-
ade20k,object,2240,scarfs,0,-
ade20k,object,2241,schoolyard,0,-
ade20k,object,2242,scissors,0,-
ade20k,object,2243,sconce,47,sconce
ade20k,object,2244,scoop,0,-
ade20k,object,2245,score,0,-
ade20k,object,2246,scoreboard,0,-
ade20k,object,2247,scotch tape,0,-
ade20k,object,2248,scourer,0,-
ade20k,object,2249,scratching post,0,-
ade20k,object,2251,screen door;screen,200,screen door
ade20k,object,2252,screen stand,0,-
ade20k,object,2254,screen;silver screen;projection screen,225,silver screen
ade20k,object,2255,screens,0,-
ade20k,object,2257,screwdriver,0,-
ade20k,object,2258,screwdrivers,0,-
ade20k,object,2259,screws box,0,-
ade20k,object,2260,scrub,0,-
ade20k,object,2261,scrubland,0,-
ade20k,object,2262,sculpture,124,sculpture
ade20k,object,2263,sculptures,124,sculpture
ade20k,object,2264,sea,72,sea
ade20k,object,2265,sea star,0,-
ade20k,object,2266,sea water ice,0,-
ade20k,object,2267,seagull,0,-
ade20k,object,2268,seal,0,-
ade20k,object,2269,sealing roll,0,-
ade20k,object,2270,sealing tape,0,-
ade20k,object,2272,seat,87,seat
ade20k,object,2273,seat base,0,-
ade20k,object,2274,seat belt,0,-
ade20k,object,2275,seat belt clipper,0,-
ade20k,object,2276,seat cushion,0,-
ade20k,object,2278,seating,0,-
ade20k,object,2280,secateurs,0,-
ade20k,object,2281,secretary table,0,-
ade20k,object,2282,security camera,0,-
ade20k,object,2283,security cameras,0,-
ade20k,object,2284,security checkpoint,0,-
ade20k,object,2285,security cordon,0,-
ade20k,object,2286,security door,0,-
ade20k,object,2287,security door frame,0,-
ade20k,object,2288,security light,0,-
ade20k,object,2289,seedbed,0,-
ade20k,object,2290,seesaw,0,-
ade20k,object,2291,segment,0,-
ade20k,object,2292,seltzer bottle,0,-
ade20k,object,2293,semi-flush mount lights,0,-
ade20k,object,2294,semidesert ground,0,-
ade20k,object,2296,sepulcher,0,-
ade20k,object,2297,server,0,-
ade20k,object,2298,servers,0,-
ade20k,object,2299,service elevator,0,-
ade20k,object,2300,service station,0,-
ade20k,object,2301,set of instruments,0,-
ade20k,object,2302,set of pigeonholes,0,-
ade20k,object,2303,set office,0,-
ade20k,object,2304,set square,0,-
ade20k,object,2305,sewer,0,-
ade20k,object,2306,sewer cover,0,-
ade20k,object,2307,sewer drain,0,-
ade20k,object,2308,sewing box,0,-
ade20k,object,2309,sewing machine,0,-
ade20k,object,2310,shack,265,hovel
ade20k,object,2313,shaker,0,-
ade20k,object,2314,shampoo,0,-
ade20k,object,2315,shanties,0,-
ade20k,object,2316,shanty,265,hovel
ade20k,object,2317,shantytown,0,-
ade20k,object,2318,shape,0,-
ade20k,object,2319,shark,0,-
ade20k,object,2320,shaving brush,0,-
ade20k,object,2321,shavings,0,-
ade20k,object,2322,shawl,0,-
ade20k,object,2323,shed,0,-
ade20k,object,2324,sheep,141,sheep
ade20k,object,2325,sheep pen,0,-
ade20k,object,2326,sheeps,141,sheep
ade20k,object,2327,sheet,0,-
